Employee_Id,Year_Month,Performance_Rating,Training_Hours,Overtime_Hours,Absenteeism_Days,Promotion_Flag,Salary_Increase_Flag,Monthly_Bonus,Benefits_Cost,Employee_Satisfaction,Engagement_Index,Manager_Evaluation
EMP006612,2024-12,3.57,0,16,1,FALSE,FALSE,150.15,891.97,5.2,4.3,2.6
EMP006613,2024-12,4.33,4,7,0,FALSE,FALSE,460.11,499.2,8.7,9.8,4.3
EMP006614,2024-12,3,0,18,1,FALSE,FALSE,102.22,723.95,4.3,5.6,3.3
EMP006615,2024-12,3.07,5,12,2,FALSE,FALSE,80,668.69,5.5,4.8,3.1
EMP006616,2024-12,4.38,4,9,0,FALSE,FALSE,87.94,598.28,9.3,9.4,4.8
EMP006617,2024-12,3.05,0,5,1,FALSE,FALSE,35.83,188.02,5.6,6.8,3.3
EMP006618,2024-12,4.54,4,11,1,FALSE,FALSE,1516.52,1671.68,8.2,7.7,4.7
EMP006620,2024-12,3.69,3,19,2,FALSE,FALSE,77.6,587.19,5.2,5.2,3.8
EMP006621,2024-12,3.42,2,20,0,FALSE,FALSE,142.25,841.16,7.4,6.6,3.4
EMP006622,2024-12,4.27,2,9,0,FALSE,FALSE,427.68,913.8,9.2,7.7,4
EMP006623,2024-12,4.12,0,6,0,FALSE,FALSE,221,381.4,7.7,7.6,4
EMP006624,2024-12,3.4,2,4,0,FALSE,FALSE,60.18,256.39,6.6,7.1,3.3
EMP006625,2024-12,2.96,1,12,1,FALSE,FALSE,99.06,677.31,4.9,5.2,3.2
EMP006626,2024-12,3.48,3,7,0,FALSE,FALSE,169.79,820.01,6.9,8.8,3.6
EMP006627,2024-12,3.96,5,10,0,FALSE,FALSE,234.75,933.52,7.3,6.9,4.1
EMP006628,2024-12,4.12,6,13,1,FALSE,FALSE,915.02,1355.83,9,8.3,4.2
EMP006629,2024-12,3.46,1,8,0,FALSE,FALSE,151.46,704.91,6.6,5.8,3.7
EMP006630,2024-12,4.15,3,13,0,FALSE,FALSE,181.72,867.28,5.9,5.1,3.8
EMP006631,2024-12,3.98,2,17,1,FALSE,FALSE,162.48,699.48,6.3,6.2,3.8
EMP006633,2024-12,3.74,2,2,0,FALSE,FALSE,75.3,69.68,7.5,9.4,4.1
EMP006636,2024-12,3.33,1,14,0,FALSE,FALSE,78.87,539.91,7.8,7.8,3.2
EMP006638,2024-12,3.51,3,14,0,FALSE,FALSE,142.83,805.27,7.4,7.6,3.3
EMP006639,2024-12,3.58,3,11,0,FALSE,FALSE,107.35,682.28,7.9,8.3,3.7
EMP006640,2024-12,4.37,1,18,1,FALSE,FALSE,564.49,1179.57,7.3,7.6,4.6
EMP006642,2024-12,3.99,2,9,2,FALSE,FALSE,203.27,764.01,8.2,7.3,4
EMP006643,2024-12,4.2,1,11,0,FALSE,FALSE,393.3,1017.93,7.8,7.1,4.2
EMP006644,2024-12,4,1,10,1,FALSE,FALSE,145.33,725.79,4.5,3.8,3.8
EMP006645,2024-12,4.24,5,24,0,FALSE,FALSE,926.18,1298.13,7,6.7,4.2
EMP006646,2024-12,4.14,3,12,1,FALSE,FALSE,234.02,839.94,7.2,6.4,4.2
EMP006648,2024-12,3.07,0,3,1,FALSE,FALSE,34.37,51.21,4.8,4.7,3
EMP006649,2024-12,3.14,3,9,2,FALSE,FALSE,81.82,549.13,3.7,3.3,3.8
EMP006650,2024-12,3.81,3,2,2,FALSE,FALSE,75.04,257.3,6.5,8.1,3.9
EMP006651,2024-12,3.27,5,10,0,FALSE,FALSE,88.58,596.35,7.4,8.3,3
EMP006652,2024-12,3.41,1,10,1,FALSE,FALSE,80.52,602.55,7.4,7.4,3.8
EMP006653,2024-12,3.54,3,2,1,FALSE,FALSE,95.52,309.24,6,6.9,3.4
EMP006654,2024-12,4.04,2,10,0,FALSE,FALSE,458.38,1029.22,8.3,9.5,3.7
EMP006656,2024-12,3.54,3,9,0,FALSE,FALSE,81.5,618.21,6,7.4,3.8
EMP006657,2024-12,3.65,2,4,2,FALSE,FALSE,54.17,219.15,7.4,7.6,3.2
EMP006658,2024-12,3.72,2,3,2,FALSE,FALSE,76.77,62.81,6.3,5.8,3.6
EMP006659,2024-12,3.98,8,3,0,FALSE,FALSE,265.43,106.11,6.4,5.5,3.5
EMP006660,2024-12,4.18,0,7,0,FALSE,FALSE,506.35,595.24,7.6,8.2,4.2
EMP006661,2024-12,3.42,2,22,1,FALSE,FALSE,94.32,687.97,6.1,6.4,3
EMP006663,2024-12,4.1,5,13,0,FALSE,FALSE,651.44,537.33,7.2,6.7,4.2
EMP006665,2024-12,3.82,2,3,0,FALSE,FALSE,142.22,325.49,6.1,5.8,4.1
EMP006666,2024-12,3.04,3,12,0,FALSE,FALSE,69.46,613.72,7,5.7,2.4
EMP006667,2024-12,3.7,5,13,0,FALSE,FALSE,147.06,672.49,7.6,6.4,3.8
EMP006668,2024-12,4.27,1,9,0,FALSE,FALSE,187.63,808.03,8.5,8.2,4.4
EMP006669,2024-12,3.91,2,14,2,FALSE,FALSE,89.27,570.62,8.2,6.4,4.2
EMP006671,2024-12,3.33,2,10,0,FALSE,FALSE,72.89,573.96,8.1,9.2,3.7
EMP006673,2024-12,4.42,4,23,0,FALSE,FALSE,1234.48,1579.49,8.8,9.1,4.6
EMP006674,2024-12,3.61,1,11,0,FALSE,FALSE,178.96,750.96,6.5,7.5,3.8
EMP006675,2024-12,3.24,5,13,0,FALSE,FALSE,86.98,653.47,9.3,8.4,3.1
EMP006676,2024-12,3.79,2,14,0,FALSE,FALSE,145.25,731.94,4.9,5.4,3.8
EMP006677,2024-12,3.14,1,10,3,FALSE,FALSE,64.98,631.86,7.1,8.3,3.3
EMP006678,2024-12,3.87,4,15,1,FALSE,FALSE,178.24,685.34,8.5,8.6,4.1
EMP006679,2024-12,3.64,5,2,0,FALSE,FALSE,56.65,244.1,7,6.2,3.5
EMP006680,2024-12,4.62,5,8,1,FALSE,FALSE,739.68,566.45,7.2,7.7,4.8
EMP006681,2024-12,4.03,1,16,0,FALSE,FALSE,82.5,640.85,8.5,8.6,4
EMP006682,2024-12,4.45,6,20,2,FALSE,FALSE,884.6,1310.54,7.3,7.6,4.5
EMP006683,2024-12,3.81,2,7,1,FALSE,FALSE,50.58,221.52,7.4,7,3.6
EMP006684,2024-12,4.17,1,5,1,FALSE,FALSE,145.53,328.63,6.5,5.3,4
EMP006685,2024-12,4.81,6,20,1,FALSE,FALSE,1085.53,1638.99,9.3,8.1,5
EMP006687,2024-12,4.06,1,2,0,FALSE,FALSE,82.14,243.36,8.1,8.5,3.8
EMP006688,2024-12,3.99,2,17,3,FALSE,FALSE,145.43,758.67,8.5,9.5,4.1
EMP006689,2024-12,4.18,2,10,0,FALSE,TRUE,415.14,1235.7,7.3,8.4,4.5
EMP006690,2024-12,4.3,1,6,0,FALSE,FALSE,102.94,305.58,9.8,8.6,4.1
EMP006691,2024-12,4.4,3,20,0,FALSE,FALSE,785.42,1182.28,8.3,8,4.5
EMP006692,2024-12,4.12,3,1,0,FALSE,FALSE,301.48,118.31,6.9,6.1,4.6
EMP006693,2024-12,4.33,3,11,1,FALSE,FALSE,202.66,744.14,8.1,7.6,4.4
EMP006694,2024-12,3.19,3,19,2,FALSE,FALSE,99.92,667.56,7.1,7.6,2.9
EMP006695,2024-12,4.33,3,17,0,FALSE,FALSE,906.51,1299.17,6.8,8,4.3
EMP006696,2024-12,3.96,1,10,0,FALSE,FALSE,197.15,785.36,7.7,7.7,3.8
EMP006697,2024-12,3.68,1,19,2,FALSE,FALSE,199.14,916.06,6.8,5.7,3.9
EMP006698,2024-12,3.57,2,3,2,FALSE,FALSE,44.61,197.04,7.4,8.8,4.2
EMP006699,2024-12,3.2,1,11,1,FALSE,FALSE,83.37,615.19,6.2,5.2,2.9
EMP006700,2024-12,3.02,2,17,1,FALSE,FALSE,126.23,699.6,5.8,4,2.8
EMP006701,2024-12,3.96,3,7,1,FALSE,FALSE,236.25,910.75,8.1,7.8,3.5
EMP006702,2024-12,4.41,5,22,0,FALSE,FALSE,1260.49,1697.51,10,9.4,4.7
EMP006704,2024-12,4.06,4,15,1,FALSE,FALSE,102.94,582.28,7.3,7.7,4
EMP006706,2024-12,3.77,1,3,0,FALSE,FALSE,67.62,59.29,6.9,6.4,3.3
EMP006708,2024-12,3.18,3,9,1,FALSE,FALSE,156.58,811.65,5.8,6.9,3.3
EMP006709,2024-12,3.88,1,11,0,FALSE,FALSE,177.85,919.26,7.3,5,4.2
EMP006711,2024-12,3.14,5,9,2,FALSE,FALSE,88,315.81,7.6,7.3,3
EMP006712,2024-12,3.78,0,2,1,FALSE,FALSE,195.89,381.5,7,8,3.9
EMP006713,2024-12,3.8,2,1,0,FALSE,FALSE,52.47,59.5,6.2,6.6,4
EMP006714,2024-12,4.43,3,20,2,FALSE,FALSE,808.79,1485.52,6.9,7.8,4.7
EMP006715,2024-12,3.19,5,13,0,FALSE,FALSE,101.89,714.23,6.9,6.5,3.4
EMP006716,2024-12,4.45,4,20,1,FALSE,FALSE,917.01,1353.71,7.7,7.8,5
EMP006717,2024-12,4.17,3,4,1,FALSE,FALSE,244.47,362.77,7.8,6.7,3.9
EMP006718,2024-12,3.8,4,20,0,FALSE,FALSE,100.04,671.69,7.2,7.6,3.4
EMP006719,2024-12,4.27,5,22,1,FALSE,FALSE,1268.15,1707.1,9.2,9.9,3.9
EMP006720,2024-12,3.83,4,16,1,FALSE,FALSE,773.77,1271.77,7.6,9.2,4.3
EMP006722,2024-12,3.1,1,8,2,FALSE,FALSE,139.48,669.53,5.5,5.2,2.9
EMP006723,2024-12,3.77,3,1,0,FALSE,FALSE,62.42,60.24,7.5,7.1,3.5
EMP006724,2024-12,3.75,1,6,0,FALSE,FALSE,206.65,912.02,8,8.7,3.3
EMP006727,2024-12,3.88,2,10,2,FALSE,FALSE,364.06,884.25,7.3,7.4,3.9
EMP006728,2024-12,4.05,1,2,0,FALSE,FALSE,267.51,359.76,7,6,3.9
EMP006729,2024-12,3.85,0,1,1,FALSE,FALSE,223.95,353.39,9.3,10,3.8
EMP006730,2024-12,3.55,3,16,1,FALSE,FALSE,108.4,696.63,8.4,7.5,3.6
EMP006731,2024-12,4.35,2,7,1,FALSE,FALSE,286.12,358.4,8.1,7.2,4.3
EMP006732,2024-12,3.86,5,16,1,FALSE,FALSE,599.91,1160.39,7.3,7.9,3.7
EMP006733,2024-12,4.37,3,9,0,FALSE,FALSE,183.8,737.1,7.7,7,4.1
EMP006735,2024-12,3.37,1,15,2,FALSE,FALSE,137.57,751.85,8,9.9,3
EMP006736,2024-12,4.52,6,6,0,FALSE,FALSE,421.78,446.98,7.2,7.8,4.6
EMP006737,2024-12,3.4,2,10,1,FALSE,FALSE,101.51,702.61,8.3,8.7,3.5
EMP006738,2024-12,4.19,1,2,1,FALSE,FALSE,34.01,47.19,8.8,8.6,4
EMP006739,2024-12,4.41,6,16,1,FALSE,FALSE,1332.26,1741.14,6.5,5.8,4.5
EMP006740,2024-12,3.56,1,11,0,FALSE,FALSE,197.24,927.49,8.5,8.3,3.8
EMP006742,2024-12,4.74,7,26,0,FALSE,FALSE,825.23,1294.28,8.2,7.4,4.8
EMP006744,2024-12,4.22,2,6,0,FALSE,FALSE,111.09,281.14,8.9,9.8,4.3
EMP006746,2024-12,3.7,3,13,2,FALSE,FALSE,147.82,819.36,6.5,5.7,4.1
EMP006747,2024-12,3.85,0,14,0,FALSE,FALSE,80.24,565.54,7.2,7.8,3.9
EMP006748,2024-12,3.42,0,11,1,FALSE,FALSE,149.79,864.93,7.3,7.2,3.3
EMP006749,2024-12,3.74,4,17,1,FALSE,FALSE,193.31,758.36,8.3,8.6,3.8
EMP006751,2024-12,3.3,2,11,0,FALSE,FALSE,87.95,625.8,6.1,4.7,3.3
EMP006752,2024-12,3.64,3,10,1,FALSE,FALSE,303.11,897.88,7.2,8.3,3.7
EMP006753,2024-12,4.35,8,21,0,FALSE,FALSE,2988.61,2904.07,7.4,7.3,4.4
EMP006754,2024-12,3.83,2,10,0,FALSE,FALSE,77.28,611.66,7.2,7.7,4.1
EMP006755,2024-12,3.28,2,19,1,FALSE,FALSE,83.31,537.39,7.8,7.9,3.3
EMP006756,2024-12,4.18,1,7,0,FALSE,FALSE,137.94,306.21,7.1,6.8,4.4
EMP006757,2024-12,3.92,0,3,0,FALSE,FALSE,126,331.87,7.2,7,3.9
EMP006758,2024-12,3.7,0,16,1,FALSE,FALSE,97.81,648.52,7.8,6.6,3.1
EMP006759,2024-12,4.16,3,17,0,FALSE,FALSE,105.08,647.89,6.4,8.9,4.2
EMP006760,2024-12,3.13,3,7,1,FALSE,FALSE,33.53,195.33,4.2,5.2,3.5
EMP006763,2024-12,3.84,1,13,1,FALSE,FALSE,195.07,910.38,6.5,5.7,4.1
EMP006764,2024-12,3.58,3,3,1,FALSE,FALSE,51.96,258.78,5.9,5.6,3.4
EMP006766,2024-12,4.37,4,16,2,FALSE,FALSE,697.97,1198.87,7.2,8.3,4
EMP006767,2024-12,3.59,0,15,0,FALSE,FALSE,103.15,664.85,7.4,7.7,3.5
EMP006769,2024-12,4.07,1,9,1,FALSE,FALSE,347.56,927.48,6.6,6.8,4.5
EMP006770,2024-12,3.32,3,12,0,FALSE,FALSE,72.46,629.01,7.4,6.7,3.5
EMP006773,2024-12,3.52,7,2,0,FALSE,FALSE,74.64,50.59,8,7.6,3.4
EMP006774,2024-12,3.99,3,13,0,FALSE,FALSE,165.07,674.4,6.9,5.7,3.4
EMP006775,2024-12,4.54,6,19,0,FALSE,FALSE,1261.38,1655.59,9.7,9.2,4.5
EMP006776,2024-12,3.99,1,9,1,FALSE,FALSE,206.57,916.65,6.8,7.5,4
EMP006777,2024-12,4.29,0,14,0,FALSE,FALSE,344.37,935.34,8.5,8,4.7
EMP006778,2024-12,4.05,1,4,0,FALSE,FALSE,137.99,302.5,7.2,8.6,3.9
EMP006779,2024-12,4.02,0,14,1,FALSE,FALSE,424.25,1141.24,7.1,6.2,3.8
EMP006780,2024-12,4.7,1,2,0,FALSE,FALSE,244.95,369.86,7.4,7.3,4.8
EMP006781,2024-12,3.43,0,11,0,FALSE,FALSE,191.14,875.77,6.6,6.8,3.6
EMP006782,2024-12,4.37,7,17,1,FALSE,FALSE,734.05,1225.63,9.5,10,4.2
EMP006783,2024-12,3.06,2,17,1,FALSE,FALSE,70.14,575.47,8,7.7,2.6
EMP006784,2024-12,4.25,3,9,1,FALSE,FALSE,133.02,317.01,7.7,7.8,4.3
EMP006785,2024-12,2.93,3,13,1,FALSE,FALSE,62.53,554.1,5.6,5.1,2.6
EMP006786,2024-12,3.99,3,18,1,FALSE,FALSE,418.74,1248.17,7.6,7.8,4
EMP006787,2024-12,4.06,2,3,0,FALSE,FALSE,91.85,250.54,7.9,7.3,3.7
EMP006788,2024-12,3.91,4,5,1,FALSE,FALSE,150.77,726.92,8.4,9,4.2
EMP006789,2024-12,3.77,2,11,1,FALSE,FALSE,70.45,556.93,7.8,7.8,3.4
EMP006790,2024-12,3.48,4,4,1,FALSE,FALSE,66.1,68.98,5.2,4.9,3.6
EMP006793,2024-12,4.15,3,10,0,FALSE,FALSE,426.11,1217.52,8.1,8.6,4
EMP006794,2024-12,4.11,3,16,1,FALSE,FALSE,404.81,1221.05,9.9,9.8,4.3
EMP006795,2024-12,4.44,3,3,0,FALSE,FALSE,102.04,286.73,9.8,9.6,4.7
EMP006796,2024-12,4.66,3,2,1,FALSE,FALSE,3385.56,234.77,10,10,5
EMP006797,2024-12,4.42,7,20,1,FALSE,FALSE,966.83,1265.46,8.3,9.6,4.6
EMP006798,2024-12,3.63,1,11,0,FALSE,FALSE,171.23,901.86,5.7,6.4,3.6
EMP006799,2024-12,4.25,6,21,1,FALSE,FALSE,964.51,1355.53,7.4,7.2,4.5
EMP006801,2024-12,3.84,1,13,0,FALSE,FALSE,93.42,690.47,6.2,4.6,3.7
EMP006802,2024-12,3.78,5,13,1,FALSE,FALSE,422.5,1051.35,9.3,9.1,3.7
EMP006804,2024-12,3.79,1,7,0,FALSE,FALSE,87.56,615.95,9.1,10,4.3
EMP006805,2024-12,3.36,1,13,1,FALSE,FALSE,110.92,713.17,6.6,4.3,3.5
EMP006806,2024-12,3.86,7,16,0,FALSE,FALSE,1029.28,1528.16,5.3,4.6,3.9
EMP006807,2024-12,4.51,4,14,1,FALSE,FALSE,1694.24,883.8,7.3,6.7,4.9
EMP006808,2024-12,4.52,3,11,0,FALSE,FALSE,588.19,600.13,6.6,5.8,4.5
EMP006809,2024-12,3.36,2,5,2,FALSE,FALSE,92.21,258.73,6.3,5.2,3.5
EMP006810,2024-12,4.12,4,5,0,FALSE,FALSE,120.38,329.16,9,9.2,4.4
EMP006811,2024-12,3.91,10,5,0,FALSE,FALSE,569.9,562.1,6.6,5.6,4.4
EMP006812,2024-12,3.46,1,6,0,FALSE,FALSE,42.02,224.41,6.4,6.6,3.3
EMP006813,2024-12,3.23,4,17,2,FALSE,FALSE,62.44,524.8,5.8,5.1,3.1
EMP006814,2024-12,3.72,3,5,0,FALSE,FALSE,49.29,199.46,7.1,7.4,3.7
EMP006815,2024-12,3.58,1,12,1,FALSE,FALSE,166.57,935.29,8.5,9.2,3.9
EMP006817,2024-12,4.1,3,12,0,FALSE,FALSE,165.05,786.12,7.1,6.9,3.9
EMP006820,2024-12,3.6,2,10,3,FALSE,FALSE,94.47,598.77,8.3,8.2,3.9
EMP006821,2024-12,3.67,4,1,1,FALSE,FALSE,100.61,329.68,7.6,7.6,3.6
EMP006822,2024-12,4.13,5,3,0,FALSE,FALSE,252.4,338.75,6.7,6.2,4
EMP006823,2024-12,4.51,2,11,0,FALSE,FALSE,777.8,604.56,8.3,10,4.2
EMP006824,2024-12,4.21,2,5,0,FALSE,TRUE,88.35,253.89,7.2,7.8,3.9
EMP006825,2024-12,3.22,1,5,1,FALSE,FALSE,48.42,224.3,6.2,5.9,2.9
EMP006826,2024-12,4.15,8,12,0,FALSE,FALSE,357.39,1065.48,8.4,8,3.8
EMP006827,2024-12,3.56,3,13,0,FALSE,FALSE,83.56,567.55,6.8,5.7,3.5
EMP006828,2024-12,3.59,1,8,5,FALSE,FALSE,317.36,928.46,4.9,4.7,4
EMP006830,2024-12,4.2,4,16,1,FALSE,FALSE,967.61,1408.87,7.4,6.8,3.9
EMP006831,2024-12,2.88,0,4,1,FALSE,FALSE,71.28,251.87,5.7,5.5,3
EMP006832,2024-12,4.35,4,2,1,FALSE,FALSE,104.79,265.63,8.7,7.5,4.2
EMP006833,2024-12,4,0,17,0,FALSE,FALSE,96.81,604.86,7.5,7.4,4.2
EMP006834,2024-12,3.95,0,13,2,FALSE,FALSE,458.53,1163.61,6.2,6.6,4
EMP006835,2024-12,4.56,5,15,0,FALSE,FALSE,1037.15,1352.14,10,9.5,4.4
EMP006836,2024-12,3.74,0,1,1,FALSE,FALSE,159.22,73.86,7.4,8.2,3.7
EMP006837,2024-12,3.57,5,6,2,FALSE,FALSE,80.05,259.88,5.9,5.8,3.2
EMP006838,2024-12,4.32,4,9,2,FALSE,FALSE,524.96,550.32,6.1,5.5,4.5
EMP006839,2024-12,4.25,1,12,1,FALSE,FALSE,376.67,1024.49,7.6,7.1,4.4
EMP006840,2024-12,3.98,3,21,0,FALSE,FALSE,86.69,708.69,6.4,4.3,4.2
EMP006841,2024-12,3.9,8,18,1,FALSE,FALSE,1048.6,1677.32,7.9,8.1,4.3
EMP006842,2024-12,3.58,1,19,0,FALSE,FALSE,108.08,705.08,7.2,5.8,2.7
EMP006843,2024-12,4.13,1,19,0,FALSE,FALSE,364.23,962.04,9.8,10,4.7
EMP006844,2024-12,3.59,1,9,2,FALSE,FALSE,108.17,701.45,4.6,4.7,3.8
EMP006846,2024-12,3.77,1,4,0,FALSE,FALSE,93.26,287.34,5.6,5,3.2
EMP006847,2024-12,3.66,2,11,1,FALSE,FALSE,72.07,590.23,7.3,6.6,3.5
EMP006848,2024-12,3.84,2,14,0,FALSE,FALSE,371.76,916.93,7,8.3,3.5
EMP006849,2024-12,3.8,2,17,0,FALSE,FALSE,111.65,718.66,6.5,7.5,3.5
EMP006851,2024-12,4.46,6,19,1,FALSE,FALSE,982.88,1642.28,7.2,7.4,4.4
EMP006853,2024-12,4.7,7,23,0,FALSE,FALSE,1030.25,1554,7.3,7,4.2
EMP006854,2024-12,3.92,1,13,1,FALSE,FALSE,105.2,617.84,8.3,8.8,3.6
EMP006855,2024-12,4.22,4,15,0,FALSE,FALSE,1067.44,1657.91,8.7,8,4.5
EMP006857,2024-12,4.28,0,5,1,FALSE,FALSE,211.41,387.96,6,5.8,4.2
EMP006858,2024-12,3.86,3,10,1,FALSE,FALSE,365.55,1101,9.1,9.5,4.2
EMP006859,2024-12,3.89,3,10,2,FALSE,FALSE,446.07,1212.15,7,6.8,3.9
EMP006861,2024-12,4.21,2,13,0,FALSE,FALSE,109.71,699.63,8.5,8.7,4.2
EMP006862,2024-12,3.77,2,10,0,FALSE,FALSE,88.82,583.64,7.9,7.6,3.4
EMP006863,2024-12,3.41,1,13,1,FALSE,FALSE,90.78,696.22,8.6,8.6,3.2
EMP006865,2024-12,3.87,0,19,0,FALSE,FALSE,93.96,541.93,6.9,8.1,3.5
EMP006867,2024-12,3.84,3,7,1,FALSE,FALSE,90.69,663.58,7.8,7.8,4
EMP006868,2024-12,3.58,0,9,0,FALSE,FALSE,180.01,770.76,6.4,6.4,3.3
EMP006869,2024-12,3.38,5,2,2,FALSE,FALSE,26.83,42.68,7,6.2,3.5
EMP006870,2024-12,4.1,1,10,2,FALSE,FALSE,410.79,1058.2,7.6,6.9,3.7
EMP006871,2024-12,3.78,2,17,0,FALSE,FALSE,365.08,1105.62,8,7.1,3.7
EMP006873,2024-12,4.35,2,14,1,FALSE,FALSE,495.17,1046.65,8.1,7.5,4.2
EMP006874,2024-12,3.37,3,7,0,FALSE,FALSE,138.13,725.19,6.9,7,3.3
EMP006875,2024-12,3.33,0,13,2,FALSE,FALSE,117.49,699.79,9,9.2,3.4
EMP006877,2024-12,4.18,4,6,1,FALSE,FALSE,411.44,1247.71,7.4,7.3,4.1
EMP006879,2024-12,4.39,4,16,1,FALSE,FALSE,696.17,1332.35,7.7,7.1,4.3
EMP006880,2024-12,3.26,2,13,2,FALSE,FALSE,68.16,587.42,4.9,4.5,3.3
EMP006881,2024-12,3.99,1,13,0,FALSE,FALSE,390.92,1245.18,9.6,9.4,3.3
EMP006883,2024-12,3.28,1,8,0,FALSE,FALSE,66.8,599.72,3.5,4.2,3.2
EMP006884,2024-12,3.83,5,17,1,FALSE,FALSE,163.19,855.09,10,10,3.8
EMP006887,2024-12,3,3,18,0,FALSE,FALSE,73.93,701.24,6.5,6.9,2.8
EMP006889,2024-12,3.68,0,16,1,FALSE,FALSE,91.19,679.68,7,8.1,3.3
EMP006890,2024-12,3.39,2,2,0,FALSE,FALSE,79.34,290.74,8.8,9.2,3.8
EMP006891,2024-12,4.18,1,16,0,FALSE,FALSE,370.4,903.14,8.6,8.9,4
EMP006892,2024-12,4.36,2,6,1,FALSE,FALSE,583.46,610.07,8.3,7.8,4.1
EMP006893,2024-12,3.53,1,1,0,FALSE,FALSE,85.98,252.54,5.5,6.2,3.7
EMP006895,2024-12,3.78,2,13,1,FALSE,FALSE,198.74,911.1,7.9,9.5,4
EMP006896,2024-12,3.71,1,15,1,FALSE,FALSE,79.14,646.88,5.8,6,4
EMP006897,2024-12,4.27,6,13,2,FALSE,FALSE,589.71,468.37,7.2,7.1,4
EMP006898,2024-12,3.78,0,12,1,FALSE,TRUE,200.17,877.1,9.5,9.8,4
EMP006899,2024-12,4.25,5,23,3,FALSE,FALSE,740.3,1290.82,7.9,8.4,3.6
EMP006900,2024-12,3.63,5,11,2,FALSE,FALSE,86,243.97,8.7,8.5,4.1
EMP006901,2024-12,4.42,2,9,0,FALSE,FALSE,557.22,1192.19,8.7,9.2,4
EMP006903,2024-12,3.82,1,14,0,FALSE,FALSE,91.53,637.29,10,10,4
EMP006904,2024-12,3.87,3,4,0,FALSE,FALSE,46.97,187.65,7.1,6.2,3.8
EMP006906,2024-12,4.69,5,7,0,FALSE,FALSE,416.4,455.57,9.2,9.1,4.6
EMP006907,2024-12,4.52,5,22,0,FALSE,FALSE,673.07,1150.48,7.8,8.6,4.9
EMP006908,2024-12,3.26,5,10,0,FALSE,FALSE,80.71,599.19,7.9,7.3,3.7
EMP006910,2024-12,3.97,3,15,0,FALSE,FALSE,160.24,815.03,5.9,4.8,3.4
EMP006911,2024-12,4.2,3,21,0,FALSE,FALSE,905.18,1433.8,8.3,7.1,3.8
EMP006913,2024-12,3.29,2,9,0,FALSE,FALSE,103.01,685.66,7.5,7.4,3.6
EMP006914,2024-12,3.65,2,15,0,FALSE,FALSE,69.19,605.73,8.4,8.5,3.4
EMP006915,2024-12,4.01,0,12,1,FALSE,FALSE,120.19,717.73,6.7,6.4,3.8
EMP006916,2024-12,4.48,6,22,0,FALSE,FALSE,1051.38,1716.24,5.9,6.2,4.6
EMP006917,2024-12,3.58,2,8,0,FALSE,FALSE,61.99,555.93,7.1,7.1,3.6
EMP006918,2024-12,4.35,2,6,0,FALSE,FALSE,429.91,494.55,9.4,7.2,4.2
EMP006919,2024-12,3.62,2,3,2,FALSE,FALSE,39.91,58.01,8,6.3,3.5
EMP006920,2024-12,4.32,2,13,0,FALSE,FALSE,330.86,1014.3,7.6,8.2,4.2
EMP006921,2024-12,3.06,3,14,0,FALSE,FALSE,59.8,565.94,5.7,5,2.9
EMP006922,2024-12,4.24,2,22,2,FALSE,FALSE,819.14,1227.94,7.4,9.3,4
EMP006924,2024-12,4.1,3,7,0,FALSE,FALSE,244.47,319.53,6.2,6.5,3.8
EMP006925,2024-12,3.46,0,14,0,FALSE,FALSE,188.97,857.28,7.1,7,3.6
EMP006926,2024-12,3.27,4,12,0,FALSE,FALSE,93.72,657.41,5.5,6,2.8
EMP006927,2024-12,3.85,0,14,0,FALSE,FALSE,141.14,780.73,8.2,9,4
EMP006929,2024-12,3.87,1,15,2,FALSE,FALSE,164.26,891.5,7.7,8.2,4.3
EMP006930,2024-12,3.58,2,12,1,FALSE,FALSE,167.12,757.58,8.4,8.3,3.6
EMP006932,2024-12,4.22,4,15,0,FALSE,FALSE,189.05,933.24,8.3,9,4.1
EMP006933,2024-12,4.76,5,22,0,FALSE,FALSE,1133.15,1508.63,6.9,7.9,4.7
EMP006934,2024-12,4.3,5,2,0,FALSE,FALSE,540.46,466.43,5.5,4.4,4
EMP006935,2024-12,4.77,8,8,2,FALSE,FALSE,1573.49,1055.59,7.7,6.9,4.9
EMP006936,2024-12,3.48,3,5,1,FALSE,FALSE,43.93,215.97,7.4,7,3.2
EMP006937,2024-12,3.9,4,10,1,FALSE,FALSE,242.21,932.28,6.8,7,3.9
EMP006938,2024-12,3.6,1,13,1,FALSE,FALSE,87.05,658.03,8.5,8.3,3.9
EMP006939,2024-12,4.01,7,16,1,FALSE,FALSE,808.07,1306.39,7.7,7.5,3.4
EMP006940,2024-12,4.33,4,15,0,FALSE,FALSE,379.83,1146.23,9.6,9.3,4.6
EMP006941,2024-12,4.3,2,20,0,FALSE,FALSE,389.62,1025.56,9.1,9.7,4.3
EMP006942,2024-12,3.93,4,7,0,FALSE,TRUE,235.91,426,7.1,6.8,3.6
EMP006943,2024-12,4.21,4,21,0,FALSE,FALSE,882.16,1385.82,6.5,4.6,4.6
EMP006944,2024-12,4.05,6,3,1,FALSE,FALSE,388.94,126.58,8.8,9.9,3.9
EMP006946,2024-12,4.41,6,3,0,FALSE,FALSE,685.89,607.3,8,7.8,4.6
EMP006947,2024-12,3.6,2,10,1,FALSE,FALSE,157.26,710.47,6.8,6.1,3.9
